Id;KodePos;Kelurahan;Kecamatan;Jenis;Kabupaten;Propinsi
12029;58163;Ketro;Karangrayung;Kab.;Grobogan;Jawa Tengah
12030;58163;Mangin;Karangrayung;Kab.;Grobogan;Jawa Tengah
12031;58163;Mojoagung;Karangrayung;Kab.;Grobogan;Jawa Tengah
12032;58163;Nampu;Karangrayung;Kab.;Grobogan;Jawa Tengah
12033;58163;Pangkalan;Karangrayung;Kab.;Grobogan;Jawa Tengah
12034;58163;Parakan;Karangrayung;Kab.;Grobogan;Jawa Tengah
12035;58163;Putatnganten;Karangrayung;Kab.;Grobogan;Jawa Tengah
12036;58163;Rawoh;Karangrayung;Kab.;Grobogan;Jawa Tengah
12037;58163;Sendangharjo;Karangrayung;Kab.;Grobogan;Jawa Tengah
12038;58163;Sumberejosari;Karangrayung;Kab.;Grobogan;Jawa Tengah
12039;58163;Telawah;Karangrayung;Kab.;Grobogan;Jawa Tengah
12040;58163;Temurejo;Karangrayung;Kab.;Grobogan;Jawa Tengah
12041;58163;Termas;Karangrayung;Kab.;Grobogan;Jawa Tengah
12042;58164;Baturagung;Gubug;Kab.;Grobogan;Jawa Tengah
12043;58164;Gelapan;Gubug;Kab.;Grobogan;Jawa Tengah
12044;58164;Ginggangtani;Gubug;Kab.;Grobogan;Jawa Tengah
12045;58164;Gubug;Gubug;Kab.;Grobogan;Jawa Tengah
12046;58164;Jatipecaron;Gubug;Kab.;Grobogan;Jawa Tengah
12047;58164;Jeketro;Gubug;Kab.;Grobogan;Jawa Tengah
12048;58164;Kemiri;Gubug;Kab.;Grobogan;Jawa Tengah
12049;58164;Kunjeng;Gubug;Kab.;Grobogan;Jawa Tengah
12050;58164;Kuwaron;Gubug;Kab.;Grobogan;Jawa Tengah
12051;58164;Mlilir;Gubug;Kab.;Grobogan;Jawa Tengah
12052;58164;Ngroto;Gubug;Kab.;Grobogan;Jawa Tengah
12053;58164;Papanrejo;Gubug;Kab.;Grobogan;Jawa Tengah
12054;58164;Penadaran;Gubug;Kab.;Grobogan;Jawa Tengah
12055;58164;Pranten;Gubug;Kab.;Grobogan;Jawa Tengah
12056;58164;Ringinharjo;Gubug;Kab.;Grobogan;Jawa Tengah
12057;58164;Ringinkidul;Gubug;Kab.;Grobogan;Jawa Tengah
12058;58164;Rowosari;Gubug;Kab.;Grobogan;Jawa Tengah
12059;58164;Saban;Gubug;Kab.;Grobogan;Jawa Tengah
12060;58164;Tambakan;Gubug;Kab.;Grobogan;Jawa Tengah
12061;58164;Tlogomulyo;Gubug;Kab.;Grobogan;Jawa Tengah
12062;58164;Trisari;Gubug;Kab.;Grobogan;Jawa Tengah
12063;58165;Cangkring;Tegowanu;Kab.;Grobogan;Jawa Tengah
12064;58165;Curug;Tegowanu;Kab.;Grobogan;Jawa Tengah
12065;58165;Gaji;Tegowanu;Kab.;Grobogan;Jawa Tengah
12066;58165;Gebangan;Tegowanu;Kab.;Grobogan;Jawa Tengah
12067;58165;Karangpasar;Tegowanu;Kab.;Grobogan;Jawa Tengah
12068;58165;Kebonagung;Tegowanu;Kab.;Grobogan;Jawa Tengah
12069;58165;Kedungwungu;Tegowanu;Kab.;Grobogan;Jawa Tengah
12070;58165;Kejawan;Tegowanu;Kab.;Grobogan;Jawa Tengah
12071;58165;Mangunsari;Tegowanu;Kab.;Grobogan;Jawa Tengah
12072;58165;Medani;Tegowanu;Kab.;Grobogan;Jawa Tengah
12073;58165;Pepe;Tegowanu;Kab.;Grobogan;Jawa Tengah
12074;58165;Sukorejo;Tegowanu;Kab.;Grobogan;Jawa Tengah
12075;58165;Tajemsari;Tegowanu;Kab.;Grobogan;Jawa Tengah
12076;58165;Tanggirejo;Tegowanu;Kab.;Grobogan;Jawa Tengah
12077;58165;Tegowanu Kulon;Tegowanu;Kab.;Grobogan;Jawa Tengah
12078;58165;Tegowanu Wetan;Tegowanu;Kab.;Grobogan;Jawa Tengah
12079;58165;Tlogorejo;Tegowanu;Kab.;Grobogan;Jawa Tengah
12080;58165;Tunjungharjo;Tegowanu;Kab.;Grobogan;Jawa Tengah
12081;58166;Brabo;Tanggungharjo;Kab.;Grobogan;Jawa Tengah
12082;58166;Kaliwenang;Tanggungharjo;Kab.;Grobogan;Jawa Tengah
12083;58166;Kapung;Tanggungharjo;Kab.;Grobogan;Jawa Tengah
12084;58166;Mrisi;Tanggungharjo;Kab.;Grobogan;Jawa Tengah
12085;58166;Ngambakrejo;Tanggungharjo;Kab.;Grobogan;Jawa Tengah
12086;58166;Padang;Tanggungharjo;Kab.;Grobogan;Jawa Tengah
12087;58166;Ringinpitu;Tanggungharjo;Kab.;Grobogan;Jawa Tengah
12088;58166;Sugihmanik;Tanggungharjo;Kab.;Grobogan;Jawa Tengah
12089;58166;Tanggungharjo;Tanggungharjo;Kab.;Grobogan;Jawa Tengah
12090;58167;Deras;Kedungjati;Kab.;Grobogan;Jawa Tengah
12091;58167;Jumo;Kedungjati;Kab.;Grobogan;Jawa Tengah
12092;58167;Kalimaro;Kedungjati;Kab.;Grobogan;Jawa Tengah
12093;58167;Karanglangu;Kedungjati;Kab.;Grobogan;Jawa Tengah
12094;58167;Kedungjati;Kedungjati;Kab.;Grobogan;Jawa Tengah
12095;58167;Kentengsari;Kedungjati;Kab.;Grobogan;Jawa Tengah
12096;58167;Klitikan;Kedungjati;Kab.;Grobogan;Jawa Tengah
12097;58167;Ngombak;Kedungjati;Kab.;Grobogan;Jawa Tengah
12098;58167;Padas;Kedungjati;Kab.;Grobogan;Jawa Tengah
12099;58167;Panimbo;Kedungjati;Kab.;Grobogan;Jawa Tengah
12100;58167;Prigi;Kedungjati;Kab.;Grobogan;Jawa Tengah
12101;58167;Wates;Kedungjati;Kab.;Grobogan;Jawa Tengah
12102;58171;Bandungharjo;Toroh;Kab.;Grobogan;Jawa Tengah
12103;58171;Boloh;Toroh;Kab.;Grobogan;Jawa Tengah
12104;58171;Depok;Toroh;Kab.;Grobogan;Jawa Tengah
12105;58171;Dimoro;Toroh;Kab.;Grobogan;Jawa Tengah
12106;58171;Genengadal;Toroh;Kab.;Grobogan;Jawa Tengah
12107;58171;Genengsari;Toroh;Kab.;Grobogan;Jawa Tengah
12108;58171;Katong;Toroh;Kab.;Grobogan;Jawa Tengah
12109;58171;Kenteng;Toroh;Kab.;Grobogan;Jawa Tengah
12110;58171;Krangganharjo;Toroh;Kab.;Grobogan;Jawa Tengah
12111;58171;Ngrandah;Toroh;Kab.;Grobogan;Jawa Tengah
12112;58171;Pilangpayung;Toroh;Kab.;Grobogan;Jawa Tengah
12113;58171;Plosoharjo;Toroh;Kab.;Grobogan;Jawa Tengah
12114;58171;Sindurejo;Toroh;Kab.;Grobogan;Jawa Tengah
12115;58171;Sugihan;Toroh;Kab.;Grobogan;Jawa Tengah
12116;58171;Tambirejo;Toroh;Kab.;Grobogan;Jawa Tengah
12117;58171;Tunggak;Toroh;Kab.;Grobogan;Jawa Tengah
12118;58172;Asemrudung;Geyer;Kab.;Grobogan;Jawa Tengah
12119;58172;Bangsri;Geyer;Kab.;Grobogan;Jawa Tengah
12120;58172;Geyer;Geyer;Kab.;Grobogan;Jawa Tengah
12121;58172;Jambangan;Geyer;Kab.;Grobogan;Jawa Tengah
12122;58172;Juworo;Geyer;Kab.;Grobogan;Jawa Tengah
12123;58172;Kalangbancar;Geyer;Kab.;Grobogan;Jawa Tengah
12124;58172;Karang Anyar;Geyer;Kab.;Grobogan;Jawa Tengah
12125;58172;Ledokdawan;Geyer;Kab.;Grobogan;Jawa Tengah
12126;58172;Monggot;Geyer;Kab.;Grobogan;Jawa Tengah
12127;58172;Ngrandu;Geyer;Kab.;Grobogan;Jawa Tengah
12128;58172;Rambat;Geyer;Kab.;Grobogan;Jawa Tengah
12129;58172;Sobo;Geyer;Kab.;Grobogan;Jawa Tengah
12130;58172;Suru;Geyer;Kab.;Grobogan;Jawa Tengah
12131;58181;Jambon;Pulokulon;Kab.;Grobogan;Jawa Tengah
12132;58181;Jatiharjo;Pulokulon;Kab.;Grobogan;Jawa Tengah
12133;58181;Jetaksari;Pulokulon;Kab.;Grobogan;Jawa Tengah
12134;58181;Karangharjo;Pulokulon;Kab.;Grobogan;Jawa Tengah
12135;58181;Mangunrejo;Pulokulon;Kab.;Grobogan;Jawa Tengah
